validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuvisco,nevoeiro,nevoa_seca,pancada
"['11:00', '16/07']",16/07 11:00,100,5,,3000,,,1,,NIL,500,8,13,13,1026,100,,NIL,,,
"['12:00', '16/07']",16/07 12:00,80,7,,3000,,,NIL,,1,700,8,14,13,1027,94,,1,,,
"['12:10', '16/07']",16/07 12:10,90,7,,7000,,,NIL,,NIL,700,8,14,13,1027,94,,1,,,
"['13:00', '16/07']",16/07 13:00,70,10,,9999,,,NIL,,NIL,900,8,16,13,1027,82,,NIL,,,
"['14:00', '16/07']",16/07 14:00,60,11,,9999,,,NIL,,NIL,900,8,16,13,1026,82,,NIL,,,
"['15:00', '16/07']",16/07 15:00,60,10,,9000,,,NIL,,NIL,1100,8,17,13,1025,77,,NIL,,,
"['16:00', '16/07']",16/07 16:00,60,9,,9000,,,NIL,,NIL,1700,8,17,13,1024,77,,NIL,,,
"['17:00', '16/07']",16/07 17:00,80,8,,9000,,,NIL,,NIL,1900,5,18,13,1023,73,,NIL,,,
"['18:00', '16/07']",16/07 18:00,60,8,,9000,,,NIL,,NIL,1900,5,19,14,1022,73,,NIL,,,
"['19:00', '16/07']",16/07 19:00,60,10,,9999,,,NIL,,NIL,NIL,NIL,19,13,1022,68,,NIL,,,
"['20:00', '16/07']",16/07 20:00,40,10,,9999,,,NIL,,NIL,NIL,NIL,18,14,1021,77,,NIL,,,
"['21:00', '16/07']",16/07 21:00,80,5,,9999,,,NIL,,NIL,NIL,NIL,17,13,1022,77,,NIL,,,
"['22:00', '16/07']",16/07 22:00,80,6,,9999,,,NIL,,NIL,NIL,NIL,15,13,1022,88,,NIL,,,
"['23:00', '16/07']",16/07 23:00,80,6,,9999,,,NIL,,NIL,NIL,NIL,15,13,1023,88,,NIL,,,
"['00:00', '17/07']",17/07 00:00,100,3,,9999,,,NIL,,NIL,NIL,NIL,15,13,1023,88,,NIL,,,
"['01:00', '17/07']",17/07 01:00,70,6,,8000,,,,,NIL,NIL,NIL,13,12,1023,94,,,NIL,,
"['02:00', '17/07']",17/07 02:00,70,9,,7000,,,,,NIL,NIL,NIL,14,13,1023,94,,,NIL,,
"['03:00', '17/07']",17/07 03:00,80,9,,9000,,,,,NIL,NIL,2,14,13,1023,94,,,NIL,,
"['04:00', '17/07']",17/07 04:00,80,10,,9999,,,,,NIL,NIL,3,14,13,1023,94,,,NIL,,
"['04:10', '17/07']",17/07 04:10,80,11,,7000,,,,,NIL,500,5,14,13,1023,94,,,NIL,,
"['05:00', '17/07']",17/07 05:00,70,9,,3000,,,,,1,200,8,13,13,1022,100,,,NIL,,
"['06:00', '17/07']",17/07 06:00,50,7,,2000,,,,,1,200,8,13,13,1022,100,,,NIL,,
"['06:20', '17/07']",17/07 06:20,50,6,,900,,,,,NIL,200,8,13,13,1022,100,,,1,,
"['07:00', '17/07']",17/07 07:00,60,8,,2000,,,,,1,200,8,13,13,1022,100,,,NIL,,
"['08:00', '17/07']",17/07 08:00,70,9,,1500,,,,,1,200,8,13,13,1023,100,,,NIL,,
"['09:00', '17/07']",17/07 09:00,60,7,,900,,,,,NIL,200,8,13,13,1023,100,,,1,,
"['10:00', '17/07']",17/07 10:00,120,3,,400,,,,,NIL,100,8,13,13,1024,100,,,1,,
"['11:00', '17/07']",17/07 11:00,30,3,,600,,,,,NIL,200,8,13,13,1025,100,,,1,,
"['11:35', '17/07']",17/07 11:35,130,4,,2500,,,,,1,300,8,14,14,1025,100,,,NIL,,
"['12:00', '17/07']",17/07 12:00,150,4,,3000,,,,,1,400,8,14,14,1026,100,,,NIL,,
"['12:37', '17/07']",17/07 12:37,0,0,,5000,,,,,1,500,8,14,14,1026,100,,,NIL,,
"['13:00', '17/07']",17/07 13:00,310,1,,5000,,,,,1,600,8,15,14,1025,94,,,NIL,,
"['14:00', '17/07']",17/07 14:00,30,7,,5000,,,,,1,700,8,16,14,1025,88,,,NIL,,
"['15:00', '17/07']",17/07 15:00,80,5,,7000,,,,,NIL,NIL,3,18,14,1024,77,,,NIL,,
"['16:00', '17/07']",17/07 16:00,70,4,,9999,,,,,NIL,NIL,NIL,20,15,1023,73,,,NIL,,
"['17:00', '17/07']",17/07 17:00,70,4,,9999,,,,,NIL,NIL,NIL,23,15,1022,61,,,NIL,,
"['18:00', '17/07']",17/07 18:00,0,0,,9999,,,,,NIL,NIL,NIL,24,15,1022,57,,,NIL,,
"['19:00', '17/07']",17/07 19:00,320,5,,9999,,,,,NIL,NIL,NIL,25,14,1021,50,,,NIL,,
"['20:00', '17/07']",17/07 20:00,50,5,,9999,,,,,NIL,NIL,NIL,24,16,1022,61,,,NIL,,
"['21:00', '17/07']",17/07 21:00,80,8,,9999,,,,,NIL,NIL,NIL,20,16,1022,78,,,NIL,,
"['22:00', '17/07']",17/07 22:00,70,6,,9999,,,,,NIL,NIL,NIL,19,15,1023,78,,,NIL,,
"['23:00', '17/07']",17/07 23:00,130,3,,8000,,,,,NIL,NIL,NIL,18,15,1023,83,,,NIL,,
"['00:00', '18/07']",18/07 00:00,130,2,,7000,,,,,NIL,NIL,NIL,17,14,1024,83,,,NIL,,
"['01:00', '18/07']",18/07 01:00,0,0,,5000,,,,,1,NIL,NIL,16,15,1024,94,,,NIL,,
"['02:00', '18/07']",18/07 02:00,60,3,,5000,,,,,1,NIL,NIL,16,15,1024,94,,,NIL,,
"['03:00', '18/07']",18/07 03:00,90,3,,4000,,,,,1,NIL,NIL,15,15,1024,100,,,NIL,,
"['04:00', '18/07']",18/07 04:00,80,3,,4000,,,,,1,NIL,NIL,15,13,1024,88,,,NIL,,
"['05:00', '18/07']",18/07 05:00,100,5,,4000,,,,,1,NIL,NIL,16,15,1023,94,,,NIL,,
"['06:00', '18/07']",18/07 06:00,50,6,,6000,,,,,NIL,NIL,NIL,15,14,1023,94,,,NIL,,
"['07:00', '18/07']",18/07 07:00,90,7,,6000,,,,,NIL,NIL,NIL,15,15,1023,100,,,NIL,,
"['07:33', '18/07']",18/07 07:33,90,9,,4000,,,,,1,400,5,15,14,1023,94,,,NIL,,
"['08:00', '18/07']",18/07 08:00,90,8,,900,,,,,NIL,200,8,15,14,1023,94,,,1,,
"['08:23', '18/07']",18/07 08:23,90,6,,400,,,,,NIL,200,8,15,15,1023,100,,,1,,
"['09:00', '18/07']",18/07 09:00,70,6,,900,,,,,NIL,200,8,15,15,1023,100,,,1,,
"['09:17', '18/07']",18/07 09:17,70,5,,4000,,,,,1,400,8,15,15,1024,100,,,NIL,,
"['10:00', '18/07']",18/07 10:00,70,9,,500,,,,,NIL,200,8,15,15,1024,100,,,1,,
"['11:00', '18/07']",18/07 11:00,80,8,,800,,,,,NIL,300,8,15,15,1025,100,,,1,,
"['11:30', '18/07']",18/07 11:30,50,7,,1400,,,,,1,300,8,15,15,1025,100,,,NIL,,
"['12:00', '18/07']",18/07 12:00,50,7,,3000,,,,,1,400,8,15,15,1026,100,,,NIL,,
"['12:35', '18/07']",18/07 12:35,70,8,,7000,,,,,NIL,500,5,16,15,1026,94,,,NIL,,
"['13:00', '18/07']",18/07 13:00,70,10,,7000,,,,,NIL,600,5,16,15,1026,94,,,NIL,,
"['14:00', '18/07']",18/07 14:00,60,11,,8000,,,,,NIL,600,5,17,15,1026,88,,,NIL,,
"['14:30', '18/07']",18/07 14:30,80,10,,9999,,,,,NIL,NIL,3,18,15,1026,83,,,NIL,,
"['15:00', '18/07']",18/07 15:00,70,10,,9999,,,,,NIL,NIL,2,19,15,1025,78,,,NIL,,
"['16:00', '18/07']",18/07 16:00,70,9,,9999,,,,,NIL,NIL,NIL,21,15,1024,69,,,NIL,,
"['17:00', '18/07']",18/07 17:00,60,10,,9999,,,,,NIL,NIL,NIL,23,15,1023,61,,,NIL,,
"['18:00', '18/07']",18/07 18:00,60,10,,9999,,,,,NIL,NIL,NIL,24,14,1023,54,,,NIL,,
"['19:00', '18/07']",18/07 19:00,50,8,,9999,,,,,NIL,NIL,NIL,24,14,1022,54,,,NIL,,
"['20:00', '18/07']",18/07 20:00,60,5,,9999,,,,,NIL,NIL,NIL,23,15,1022,61,,,NIL,,
"['21:00', '18/07']",18/07 21:00,100,4,,9999,,,,,NIL,NIL,NIL,21,15,1022,69,,,NIL,,
"['22:00', '18/07']",18/07 22:00,80,3,,9999,,,,,NIL,NIL,NIL,19,15,1023,78,,,NIL,,
"['23:00', '18/07']",18/07 23:00,80,5,,9999,,,,,NIL,NIL,NIL,18,15,1023,83,,,NIL,,
"['00:00', '19/07']",19/07 00:00,80,8,,9999,,,,,NIL,NIL,NIL,17,15,1024,88,,,NIL,,
"['01:00', '19/07']",19/07 01:00,70,6,,9999,,,,,NIL,NIL,NIL,16,14,1024,88,,,NIL,,
"['02:00', '19/07']",19/07 02:00,70,10,,9999,,,,,NIL,NIL,NIL,15,14,1024,94,,,NIL,,
"['03:00', '19/07']",19/07 03:00,70,7,,9999,,,,,NIL,NIL,NIL,16,14,1024,88,,,NIL,,
"['04:00', '19/07']",19/07 04:00,80,6,,9999,,,,,NIL,NIL,NIL,15,14,1024,94,,,NIL,,
"['05:00', '19/07']",19/07 05:00,80,6,,8000,,,,,NIL,NIL,NIL,14,13,1023,94,,,NIL,,
"['06:00', '19/07']",19/07 06:00,80,7,,7000,,,,,NIL,NIL,NIL,14,14,1023,100,,,NIL,,
"['06:45', '19/07']",19/07 06:45,80,6,,900,,,,,NIL,NIL,3,14,13,1023,94,,,1,,
"['07:00', '19/07']",19/07 07:00,70,6,,200,,,,,NIL,200,8,13,13,1023,100,,,1,,
"['07:45', '19/07']",19/07 07:45,80,5,,900,,,,,NIL,300,5,14,14,1023,100,,,1,,
"['08:00', '19/07']",19/07 08:00,80,5,,1500,,,,,1,400,5,14,14,1023,100,,,NIL,,
"['09:00', '19/07']",19/07 09:00,70,9,,500,,,,,NIL,200,8,14,14,1023,100,,,1,,
"['10:00', '19/07']",19/07 10:00,70,8,,100,,,,,NIL,200,8,13,13,1023,100,,,1,,
"['11:00', '19/07']",19/07 11:00,70,5,,500,,,,,NIL,200,8,13,13,1024,100,,,1,,
"['11:20', '19/07']",19/07 11:20,70,4,,900,,,,,NIL,200,8,13,13,1025,100,,,1,,
"['12:00', '19/07']",19/07 12:00,50,4,,1800,,,,,1,200,5,13,13,1025,100,,,NIL,,
"['12:25', '19/07']",19/07 12:25,120,3,,3000,,,,,1,400,5,14,14,1026,100,,,NIL,,
"['13:00', '19/07']",19/07 13:00,50,3,,6000,,,,,NIL,700,5,15,14,1026,94,,,NIL,,
"['13:30', '19/07']",19/07 13:30,50,4,,9999,,,,,NIL,NIL,3,17,14,1026,83,,,NIL,,
"['14:00', '19/07']",19/07 14:00,30,4,,9999,,,,,NIL,NIL,NIL,18,14,1025,77,,,NIL,,
"['15:00', '19/07']",19/07 15:00,340,2,,9999,,,,,NIL,NIL,NIL,21,14,1025,64,,,NIL,,
"['16:00', '19/07']",19/07 16:00,220,2,,9999,,,,,NIL,NIL,2,23,12,1023,50,,,NIL,,
"['17:00', '19/07']",19/07 17:00,20,4,,9999,,,,,NIL,NIL,3,26,12,1023,42,,,NIL,,
"['18:00', '19/07']",19/07 18:00,150,4,,9999,,,,,NIL,NIL,NIL,23,12,1022,50,,,NIL,,
"['19:00', '19/07']",19/07 19:00,130,3,,9999,,,,,NIL,NIL,NIL,24,12,1022,47,,,NIL,,
"['20:00', '19/07']",19/07 20:00,110,5,,9999,,,,,NIL,NIL,NIL,23,12,1022,50,,,NIL,,
"['21:00', '19/07']",19/07 21:00,100,3,,9999,,,,,NIL,NIL,NIL,21,12,1022,56,,,NIL,,
"['22:00', '19/07']",19/07 22:00,100,3,,9999,,,,,NIL,NIL,NIL,18,12,1022,68,,,NIL,,
"['23:00', '19/07']",19/07 23:00,70,3,,9999,,,,,NIL,NIL,NIL,17,13,1023,77,,,NIL,,
"['00:00', '20/07']",20/07 00:00,0,0,,9999,,,,,NIL,NIL,NIL,15,13,1023,88,,,NIL,,
"['01:00', '20/07']",20/07 01:00,0,0,,9999,,,,,,,,14,12,1024,88,,,,,
"['02:00', '20/07']",20/07 02:00,80,1,,9999,,,,,,,,13,12,1024,94,,,,,
"['03:00', '20/07']",20/07 03:00,100,2,,9999,,,,,,,,13,11,1024,88,,,,,
"['04:00', '20/07']",20/07 04:00,90,2,,9999,,,,,,,,12,11,1023,94,,,,,
"['05:00', '20/07']",20/07 05:00,60,3,,9999,,,,,,,,12,11,1023,94,,,,,
"['06:00', '20/07']",20/07 06:00,90,2,,9999,,,,,,,,11,10,1023,94,,,,,
"['07:00', '20/07']",20/07 07:00,90,4,,9999,,,,,,,,11,10,1023,94,,,,,
"['08:00', '20/07']",20/07 08:00,80,3,,9999,,,,,,,,11,10,1023,94,,,,,
"['09:00', '20/07']",20/07 09:00,60,6,,9999,,,,,,,,11,10,1023,94,,,,,
"['10:00', '20/07']",20/07 10:00,50,6,,9999,,,,,,,,12,09,1023,82,,,,,
"['11:00', '20/07']",20/07 11:00,50,7,,9999,,,,,,,,16,11,1024,72,,,,,
"['12:00', '20/07']",20/07 12:00,50,9,,9999,,,,,,,,18,11,1024,64,,,,,
"['13:00', '20/07']",20/07 13:00,40,10,,9999,,,,,,,,20,10,1025,53,,,,,
"['14:00', '20/07']",20/07 14:00,20,9,,9999,,,,,,,,22,09,1024,43,,,,,
"['15:00', '20/07']",20/07 15:00,340,10,,9999,,,,,,,,23,09,1024,41,,,,,
"['16:00', '20/07']",20/07 16:00,340,9,,9999,,,,,,,,24,10,1023,41,,,,,
"['17:00', '20/07']",20/07 17:00,340,8,,9999,,,,,,,,25,09,1022,36,,,,,
"['18:00', '20/07']",20/07 18:00,300,8,,9999,,,,,,,,25,09,1021,36,,,,,
"['19:00', '20/07']",20/07 19:00,320,5,,9999,,,,,,,,25,09,1021,36,,,,,
"['20:00', '20/07']",20/07 20:00,320,4,,9999,,,,,,,,24,09,1020,38,,,,,
"['21:00', '20/07']",20/07 21:00,200,1,,9999,,,,,,,,20,12,1021,60,,,,,
"['22:00', '20/07']",20/07 22:00,0,0,,9999,,,,,,,,17,11,1021,68,,,,,
"['23:00', '20/07']",20/07 23:00,80,5,,9999,,,,,,,,16,11,1022,72,,,,,
"['00:00', '21/07']",21/07 00:00,250,2,,9000,,,,,,,,14,12,1022,88,,,,,
"['01:00', '21/07']",21/07 01:00,0,0,,9000,,,,,,,,14,12,1022,88,,,,,
"['02:00', '21/07']",21/07 02:00,60,4,,8000,,,,,,,,14,11,1022,82,,,,,
"['03:00', '21/07']",21/07 03:00,60,5,,9999,,,,,,,,14,10,1022,77,,,,,
"['04:00', '21/07']",21/07 04:00,50,4,,9999,,,,,,,,13,10,1022,82,,,,,
"['05:00', '21/07']",21/07 05:00,70,5,,9999,,,,,,,,13,11,1021,88,,,,,
"['06:00', '21/07']",21/07 06:00,50,2,,9999,,,,,,,,13,10,1021,82,,,,,
"['07:00', '21/07']",21/07 07:00,0,0,,9000,,,,,,,,10,10,1020,100,,,,,
"['08:00', '21/07']",21/07 08:00,70,3,,9000,,,,,,,,11,10,1020,94,,,,,
"['09:00', '21/07']",21/07 09:00,190,2,,9000,,,,,,,,10,10,1021,100,,,,,
"['10:00', '21/07']",21/07 10:00,0,0,,9000,,,,,,,,10,09,1021,93,,,,,
"['11:00', '21/07']",21/07 11:00,180,2,,8000,,,,,,,,13,12,1022,94,,,,,
"['12:00', '21/07']",21/07 12:00,130,1,,8000,,,,,,,,19,12,1022,64,,,,,
"['13:00', '21/07']",21/07 13:00,40,4,,9999,,,,,,,,22,11,1023,50,,,,,
"['14:00', '21/07']",21/07 14:00,350,5,,9999,,,,,,,,24,11,1022,44,,,,,
"['15:00', '21/07']",21/07 15:00,310,8,,9999,,,,,,,,25,11,1021,41,,,,,
"['16:00', '21/07']",21/07 16:00,300,11,,9999,,,,,,,,25,11,1020,41,,,,,
"['17:00', '21/07']",21/07 17:00,330,6,,9999,,,,,,,,26,11,1019,39,,,,,
"['18:00', '21/07']",21/07 18:00,330,7,,9999,,,,,,,,26,10,1019,37,,,,,
"['19:00', '21/07']",21/07 19:00,290,7,,9999,,,,,,,,26,11,1019,39,,,,,
"['20:00', '21/07']",21/07 20:00,270,7,,9999,,,,,,,,25,11,1019,41,,,,,
"['21:00', '21/07']",21/07 21:00,0,0,,9999,,,,,,,,21,12,1019,56,,,,,
"['22:00', '21/07']",21/07 22:00,0,0,,9999,,,,,,,,18,12,1020,68,,,,,
"['23:00', '21/07']",21/07 23:00,320,1,,9999,,,,,,,,17,13,1020,77,,,,,
"['00:00', '22/07']",22/07 00:00,0,0,,9000,,,,,,,,16,12,1020,77,,,,,
"['01:00', '22/07']",22/07 01:00,80,2,,6000,,,,,,,,16,12,1021,77,,,,,
"['02:00', '22/07']",22/07 02:00,80,3,,7000,,,,,,,,15,12,1021,82,,,,,
"['03:00', '22/07']",22/07 03:00,0,0,,9000,,,,,,,,14,12,1021,88,,,,,
"['04:00', '22/07']",22/07 04:00,60,2,,9999,,,,,,,,14,11,1021,82,,,,,
"['05:00', '22/07']",22/07 05:00,0,0,,9999,,,,,,,,13,11,1020,88,,,,,
"['06:00', '22/07']",22/07 06:00,90,2,,9999,,,,,,,,13,11,1020,88,,,,,
"['07:00', '22/07']",22/07 07:00,30,2,,9999,,,,,,,,11,10,1020,94,,,,,
"['08:00', '22/07']",22/07 08:00,80,2,,9999,,,,,,,,11,11,1020,100,,,,,
"['09:00', '22/07']",22/07 09:00,80,2,,9999,,,,,,,,11,10,1020,94,,,,,
"['10:00', '22/07']",22/07 10:00,90,3,,9999,,,,,,,,11,09,1021,87,,,,,
"['11:00', '22/07']",22/07 11:00,90,2,,9999,,,,,,,,14,11,1022,82,,,,,
"['12:00', '22/07']",22/07 12:00,70,3,,9000,,,,,,,,17,12,1022,72,,,,,
"['13:00', '22/07']",22/07 13:00,80,4,,9000,,,,,,,,20,13,1023,64,,,,,
"['14:00', '22/07']",22/07 14:00,170,2,,9000,,,,,,,,23,12,1022,50,,,,,
"['15:00', '22/07']",22/07 15:00,200,4,,9999,,,,,,,,25,10,1022,39,,,,,
"['16:00', '22/07']",22/07 16:00,330,5,,9999,,,,,,,,25,10,1021,39,,,,,
"['17:00', '22/07']",22/07 17:00,330,5,,9999,,,,,,,,26,10,1020,37,,,,,
"['18:00', '22/07']",22/07 18:00,350,3,,9999,,,,,,,,26,10,1019,37,,,,,
"['19:00', '22/07']",22/07 19:00,350,3,,9999,,,,,,,,26,10,1019,37,,,,,
"['20:00', '22/07']",22/07 20:00,290,3,,9999,,,,,,,,25,11,1019,41,,,,,
"['21:00', '22/07']",22/07 21:00,130,7,,9999,,,,,,,,22,12,1019,53,,,,,
"['22:00', '22/07']",22/07 22:00,90,2,,9999,,,,,,,,21,11,1020,53,,,,,
"['23:00', '22/07']",22/07 23:00,110,1,,9999,,,,,,,,17,12,1020,72,,,,,
"['00:00', '23/07']",23/07 00:00,0,0,,9999,,,,,,,,16,11,1021,72,,,,,
"['01:00', '23/07']",23/07 01:00,0,0,,9999,,,,,,,,15,12,1022,82,,,,,
"['02:00', '23/07']",23/07 02:00,60,4,,9999,,,,,,,,15,12,1022,82,,,,,
"['03:00', '23/07']",23/07 03:00,90,1,,9999,,,,,,,,13,12,1022,94,,,,,
"['04:00', '23/07']",23/07 04:00,80,2,,9999,,,,,,,,13,11,1021,88,,,,,
"['05:00', '23/07']",23/07 05:00,70,2,,9999,,,,,,,,13,11,1021,88,,,,,
"['06:00', '23/07']",23/07 06:00,100,2,,9999,,,,,,,,11,10,1021,94,,,,,
"['07:00', '23/07']",23/07 07:00,80,3,,9999,,,,,,,,13,11,1020,88,,,,,
"['08:00', '23/07']",23/07 08:00,0,0,,9999,,,,,,,,11,11,1021,100,,,,,
"['09:00', '23/07']",23/07 09:00,70,1,,9999,,,,,,,,11,10,1021,94,,,,,
"['10:00', '23/07']",23/07 10:00,110,3,,9999,,,,,,,,11,10,1021,94,,,,,
"['11:00', '23/07']",23/07 11:00,0,0,,9999,,,,,,,,14,12,1022,88,,,,,
"['12:00', '23/07']",23/07 12:00,80,10,,9999,,,,,,,,18,12,1022,68,,,,,
"['13:00', '23/07']",23/07 13:00,70,13,,9999,,,,,,,,20,12,1023,60,,,,,
"['14:00', '23/07']",23/07 14:00,70,10,,9999,,,,,,,,23,12,1022,50,,,,,
"['15:00', '23/07']",23/07 15:00,80,7,,9999,,,,,,,,24,12,1022,47,,,,,
"['16:00', '23/07']",23/07 16:00,50,5,,9999,,,,,,,,25,11,1021,41,,,,,
"['17:00', '23/07']",23/07 17:00,30,4,,9999,,,,,,,,26,11,1020,39,,,,,
"['18:00', '23/07']",23/07 18:00,320,6,,9999,,,,,,,,27,09,1020,32,,,,,
"['19:00', '23/07']",23/07 19:00,310,3,,9999,,,,,,,,27,10,1019,34,,,,,
"['20:00', '23/07']",23/07 20:00,290,3,,9999,,,,,,,,26,10,1019,37,,,,,
"['21:00', '23/07']",23/07 21:00,120,8,,9999,,,,,,,,22,12,1020,53,,,,,
"['22:00', '23/07']",23/07 22:00,70,3,,9999,,,,,,,,20,11,1020,56,,,,,
"['23:00', '23/07']",23/07 23:00,180,1,,9999,,,,,,,,17,13,1021,77,,,,,
"['00:00', '24/07']",24/07 00:00,90,1,,9999,,,,,,,,16,13,1021,82,,,,,
"['01:00', '24/07']",24/07 01:00,0,0,,9999,NIL,NIL,,,,,,15,12,1021,82,,,,,
"['02:00', '24/07']",24/07 02:00,90,2,,9999,NIL,NIL,,,,,,15,13,1021,88,,,,,
"['03:00', '24/07']",24/07 03:00,80,1,,9999,NIL,NIL,,,,,,14,12,1021,88,,,,,
"['04:00', '24/07']",24/07 04:00,0,0,,9999,NIL,NIL,,,,,,13,12,1021,94,,,,,
"['05:00', '24/07']",24/07 05:00,90,2,,9999,NIL,NIL,,,,,,14,12,1021,88,,,,,
"['06:00', '24/07']",24/07 06:00,70,6,,9999,NIL,NIL,,,,,,14,12,1021,88,,,,,
"['07:00', '24/07']",24/07 07:00,90,8,,9999,NIL,NIL,,,,,,15,12,1020,82,,,,,
"['08:00', '24/07']",24/07 08:00,80,8,,9999,NIL,NIL,,,,,,14,12,1020,88,,,,,
"['09:00', '24/07']",24/07 09:00,80,7,,9999,NIL,NIL,,,,,,13,12,1021,94,,,,,
"['10:00', '24/07']",24/07 10:00,80,7,,8000,NIL,NIL,,,,,,13,12,1021,94,,,,,
"['11:00', '24/07']",24/07 11:00,80,7,,8000,3000,90,,,,,,15,13,1022,88,,,,,
"['12:00', '24/07']",24/07 12:00,80,8,,9999,NIL,NIL,,,,,,18,14,1022,77,,,,,
"['13:00', '24/07']",24/07 13:00,50,4,,9999,NIL,NIL,,,,,,20,13,1022,64,,,,,
"['14:00', '24/07']",24/07 14:00,20,10,,9999,NIL,NIL,,,,,,24,11,1022,44,,,,,
"['15:00', '24/07']",24/07 15:00,20,9,,9999,NIL,NIL,,,,,,24,10,1021,41,,,,,
"['16:00', '24/07']",24/07 16:00,360,7,,9999,NIL,NIL,,,,,,25,09,1020,36,,,,,
"['17:00', '24/07']",24/07 17:00,10,10,,9999,NIL,NIL,,,,,,26,10,1019,37,,,,,
"['18:00', '24/07']",24/07 18:00,340,3,,9999,NIL,NIL,,,,,,26,09,1019,34,,,,,
"['19:00', '24/07']",24/07 19:00,310,6,,9999,NIL,NIL,,,,,,26,08,1019,32,,,,,
"['20:00', '24/07']",24/07 20:00,310,6,,9999,NIL,NIL,,,,,,25,08,1019,34,,,,,
"['21:00', '24/07']",24/07 21:00,320,5,,9999,NIL,NIL,,,,,,23,08,1019,38,,,,,
"['22:00', '24/07']",24/07 22:00,110,2,,9999,NIL,NIL,,,,,,18,11,1020,64,,,,,
"['23:00', '24/07']",24/07 23:00,0,0,,9999,NIL,NIL,,,,,,16,11,1020,72,,,,,
"['00:00', '25/07']",25/07 00:00,70,2,,9999,NIL,NIL,,,,,,15,11,1021,77,,,,,
"['01:00', '25/07']",25/07 01:00,60,2,NIL,9999,,,,,,NIL,NIL,15,11,1021,77,,,,,
"['02:00', '25/07']",25/07 02:00,0,0,NIL,9999,,,,,,NIL,NIL,14,11,1021,82,,,,,
"['03:00', '25/07']",25/07 03:00,0,0,NIL,9999,,,,,,NIL,NIL,13,10,1022,82,,,,,
"['04:00', '25/07']",25/07 04:00,70,2,NIL,9999,,,,,,NIL,NIL,13,10,1022,82,,,,,
"['05:00', '25/07']",25/07 05:00,80,2,NIL,9999,,,,,,NIL,NIL,13,10,1021,82,,,,,
"['06:00', '25/07']",25/07 06:00,0,0,NIL,9999,,,,,,NIL,NIL,12,10,1021,88,,,,,
"['07:00', '25/07']",25/07 07:00,0,0,NIL,9999,,,,,,NIL,NIL,12,10,1021,88,,,,,
"['08:00', '25/07']",25/07 08:00,0,0,NIL,9999,,,,,,NIL,NIL,11,10,1021,94,,,,,
"['09:00', '25/07']",25/07 09:00,360,4,NIL,9999,,,,,,NIL,NIL,15,09,1021,67,,,,,
"['10:00', '25/07']",25/07 10:00,20,6,NIL,9999,,,,,,NIL,NIL,17,09,1021,59,,,,,
"['11:00', '25/07']",25/07 11:00,40,8,NIL,9999,,,,,,NIL,NIL,19,10,1022,56,,,,,
"['12:00', '25/07']",25/07 12:00,40,6,NIL,9999,,,,,,NIL,NIL,21,10,1022,49,,,,,
"['13:00', '25/07']",25/07 13:00,320,10,NIL,9999,,,,,,NIL,NIL,24,10,1023,41,,,,,
"['14:00', '25/07']",25/07 14:00,320,14,NIL,9999,,,,,,NIL,NIL,26,10,1023,37,,,,,
"['15:00', '25/07']",25/07 15:00,310,11,21,9999,,,,,,NIL,NIL,27,10,1022,34,,,,,
"['16:00', '25/07']",25/07 16:00,310,14,NIL,9999,,,,,,NIL,NIL,27,09,1022,32,,,,,
"['17:00', '25/07']",25/07 17:00,300,12,NIL,9999,,,,,,NIL,NIL,27,09,1021,32,,,,,
"['18:00', '25/07']",25/07 18:00,300,10,NIL,9999,,,,,,NIL,NIL,28,09,1021,30,,,,,
"['19:00', '25/07']",25/07 19:00,310,8,NIL,9999,,,,,,NIL,NIL,27,10,1021,34,,,,,
"['20:00', '25/07']",25/07 20:00,310,7,NIL,9999,,,,,,NIL,NIL,26,08,1022,32,,,,,
"['21:00', '25/07']",25/07 21:00,0,0,NIL,9999,,,,,,NIL,NIL,21,11,1022,53,,,,,
"['22:00', '25/07']",25/07 22:00,0,0,NIL,9999,,,,,,NIL,NIL,18,11,1023,64,,,,,
"['23:00', '25/07']",25/07 23:00,80,2,NIL,9999,,,,,,NIL,NIL,17,12,1023,72,,,,,
"['00:00', '26/07']",26/07 00:00,170,5,NIL,9999,,,,,,1100,5,18,16,1025,88,,,,,
"['01:00', '26/07']",26/07 01:00,180,4,,9999,,,,,,1300,5,18,15,1025,83,,,,,
"['02:00', '26/07']",26/07 02:00,160,6,,9999,,,,,,1300,8,17,15,1025,88,,,,,
"['03:00', '26/07']",26/07 03:00,140,6,,9999,,,,,,1300,8,17,15,1025,88,,,,,
"['04:00', '26/07']",26/07 04:00,160,6,,9999,,,,,,1300,8,16,14,1025,88,,,,,
"['05:00', '26/07']",26/07 05:00,160,6,,9999,,,,,,1700,8,16,13,1025,82,,,,,
"['06:00', '26/07']",26/07 06:00,150,6,,9999,,,,,,1700,8,16,13,1024,82,,,,,
"['07:00', '26/07']",26/07 07:00,140,7,,9999,,,,,,1700,8,16,13,1024,82,,,,,
"['08:00', '26/07']",26/07 08:00,140,6,,9999,,,,,,1900,8,16,13,1024,82,,,,,
"['09:00', '26/07']",26/07 09:00,130,7,,9999,,,,,,2000,8,16,13,1024,82,,,,,
